                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.8149,                 1.9927,                 1.8194,                0.54097,                0.39259,                0.39137,                0.20242,                 1.7091,                 2.1018,                 1.9897,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.7955,                 1.9647,                 1.8103,                0.51828,                0.40645,                0.38611,                0.21218,                 1.6504,                 2.0898,                 1.9679,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.7941,                 1.9447,                 1.8013,                0.51813,                0.42373,                 0.4085,                  0.229,                 1.6029,                 2.0967,                 1.9143,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.7643,                 1.9183,                 1.7805,                0.49322,                0.41778,                0.38631,                0.22493,                 1.5547,                 2.0209,                 1.8764,               0.001703,               0.001703,               0.001703
                     18,                 1.7572,                 1.8925,                 1.7828,                0.50377,                0.39405,                0.38001,                0.21084,                 1.5486,                  2.126,                 1.8483,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.7327,                 1.8672,                 1.7627,                0.45179,                0.38825,                0.37184,                0.20174,                 1.6093,                 2.1895,                 1.8976,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.7349,                 1.8552,                 1.7508,                0.47422,                0.41481,                 0.3698,                0.21513,                  1.539,                 2.0728,                 1.8297,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.7209,                 1.8137,                 1.7381,                0.43829,                0.42074,                0.38081,                0.22848,                  1.505,                  2.125,                 1.8049,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.7076,                 1.8035,                 1.7212,                0.48368,                0.38815,                0.37931,                0.20814,                 1.5935,                 2.0555,                 1.8764,               0.001604,               0.001604,               0.001604
                     23,                 1.6974,                 1.7781,                 1.7047,                0.49126,                0.41333,                0.36972,                0.22317,                 1.4522,                 2.0532,                 1.7556,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.6888,                 1.7831,                 1.7061,                0.50519,                0.47259,                0.42695,                0.25406,                  1.538,                 2.0423,                 1.8425,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.6933,                 1.7709,                  1.697,                0.49438,                0.42222,                0.39739,                0.24626,                 1.4398,                 2.0457,                 1.7383,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.6683,                 1.7647,                 1.6943,                0.45018,                0.43704,                0.37649,                0.21474,                 1.4949,                 2.2235,                 1.7872,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.6658,                 1.7377,                  1.698,                0.55157,                0.40296,                0.40867,                0.24265,                 1.4442,                 1.9736,                 1.7534,               0.001505,               0.001505,               0.001505
                     28,                 1.6635,                 1.7136,                  1.682,                0.51861,                0.40858,                0.39622,                0.23073,                 1.4958,                  1.998,                 1.7798,              0.0014852,              0.0014852,              0.0014852
                     29,                  1.641,                  1.696,                 1.6681,                0.49271,                0.42074,                 0.4086,                0.25378,                 1.4263,                 1.9067,                 1.7265,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.6261,                 1.6856,                  1.665,                0.39719,                0.41185,                0.32414,                0.18642,                 1.4705,                 2.1404,                 1.7531,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.6342,                 1.6751,                 1.6556,                   0.55,                0.44741,                0.44047,                0.27246,                 1.3936,                 1.9566,                 1.6728,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.6315,                 1.6804,                 1.6604,                0.54342,                0.43023,                0.43672,                 0.2769,                  1.391,                  1.959,                 1.6846,               0.001406,               0.001406,               0.001406
                     33,                 1.6177,                 1.6621,                 1.6521,                0.50578,                0.47407,                0.43804,                0.26843,                 1.4261,                 1.8389,                 1.7261,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.6173,                 1.6408,                 1.6447,                0.55187,                 0.4637,                0.44826,                0.28247,                 1.3878,                  1.973,                 1.6736,              0.0013664,              0.0013664,              0.0013664
                     35,                  1.619,                 1.6295,                  1.638,                0.56042,                0.41926,                0.42851,                0.26572,                  1.427,                 1.8631,                 1.7053,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.6103,                 1.6221,                 1.6271,                0.50149,                0.48138,                0.44306,                0.27835,                 1.4065,                 1.9462,                 1.6664,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.5905,                 1.6051,                 1.6204,                0.55264,                0.47407,                0.46505,                0.29184,                 1.3807,                 1.8054,                 1.6459,               0.001307,               0.001307,               0.001307
                     38,                 1.6033,                 1.6137,                 1.6181,                0.55414,                0.42349,                0.42998,                0.27321,                 1.3884,                 1.9301,                 1.6539,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.5893,                 1.5968,                 1.6198,                0.46034,                0.41481,                0.36981,                0.23606,                 1.3722,                 2.0102,                 1.6323,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.5825,                  1.583,                  1.608,                0.53924,                0.42815,                0.44279,                0.27958,                 1.3702,                 1.8518,                 1.6389,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.5859,                 1.5824,                  1.611,                0.57447,                0.46801,                0.45758,                0.28493,                 1.4095,                 1.7769,                 1.6524,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.5841,                 1.5691,                  1.602,                0.49087,                0.46963,                0.43014,                 0.2775,                 1.3564,                 1.8484,                 1.6241,               0.001208,               0.001208,               0.001208
                     43,                 1.5696,                 1.5558,                 1.6068,                0.49412,                0.44889,                0.40701,                0.25823,                 1.3866,                 1.9106,                 1.6305,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.5725,                  1.553,                 1.5996,                0.58903,                0.43954,                0.43369,                0.27127,                  1.344,                 1.8966,                 1.6041,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.5846,                 1.5612,                 1.6035,                0.59159,                0.47855,                0.48774,                0.32379,                 1.3276,                 1.7561,                 1.5929,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.5548,                 1.5377,                 1.5869,                0.56951,                0.43407,                0.46287,                0.29876,                 1.3761,                  1.837,                 1.6272,              0.0011288,              0.0011288,              0.0011288
                     47,                  1.553,                  1.529,                 1.5899,                0.56516,                0.49333,                0.48568,                0.30776,                 1.3646,                 1.6681,                 1.6179,               0.001109,               0.001109,               0.001109
                     48,                 1.5678,                 1.5332,                 1.5899,                0.46061,                0.46815,                0.41038,                0.26327,                 1.3638,                 1.9929,                 1.6136,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.5608,                 1.5211,                 1.5883,                0.59705,                0.49391,                0.49252,                0.31426,                  1.363,                 1.7131,                 1.6191,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.5487,                 1.5106,                 1.5871,                0.59764,                0.47532,                0.50316,                0.32377,                 1.3504,                 1.6864,                 1.6016,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.5149,                 1.4822,                 1.5647,                0.62291,                0.49037,                0.51677,                0.34184,                 1.3176,                 1.6023,                 1.5767,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.5323,                 1.5021,                 1.5695,                0.66962,                0.46222,                0.49833,                0.32832,                 1.3236,                 1.6561,                 1.5844,                0.00101,                0.00101,                0.00101
                     53,                 1.5386,                 1.4792,                 1.5597,                0.57186,                0.43852,                0.46014,                0.29644,                 1.3271,                 1.7778,                 1.5796,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.5327,                  1.489,                 1.5646,                 0.5953,                 0.4237,                0.45091,                 0.2932,                 1.3407,                 1.8418,                 1.5989,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.5284,                  1.474,                 1.5591,                0.59743,                0.47269,                0.48733,                0.31532,                 1.3373,                 1.7491,                 1.5878,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.5185,                 1.4692,                 1.5624,                0.55777,                0.48209,                0.47251,                0.31556,                 1.2598,                  1.752,                 1.5287,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.5275,                 1.4665,                 1.5529,                0.61072,                   0.44,                0.46682,                0.30631,                 1.2964,                 1.7274,                 1.5555,               0.000911,               0.000911,               0.000911
                     58,                 1.5172,                 1.4655,                  1.552,                0.61543,                0.47852,                 0.5036,                 0.3319,                 1.2862,                 1.6939,                 1.5474,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.5119,                 1.4455,                 1.5584,                0.53931,                0.47407,                0.46944,                0.30976,                 1.3203,                 1.7745,                  1.563,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.5198,                 1.4531,                 1.5458,                 0.5934,                0.44741,                0.46743,                0.31326,                 1.2834,                 1.7973,                  1.539,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.5108,                 1.4579,                 1.5508,                0.60361,                0.47259,                0.48722,                0.32174,                 1.2898,                   1.78,                 1.5477,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.4992,                 1.4355,                 1.5502,                0.57714,                0.47259,                0.47072,                0.30936,                 1.2992,                 1.7029,                 1.5596,               0.000812,               0.000812,               0.000812
                     63,                 1.5029,                 1.4407,                 1.5467,                0.61968,                0.45778,                0.49061,                0.32773,                  1.286,                  1.744,                 1.5327,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.4848,                 1.4095,                 1.5294,                0.62527,                0.47556,                0.50191,                0.33621,                 1.2794,                 1.6637,                 1.5302,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.4886,                  1.414,                 1.5278,                0.58602,                0.48741,                0.49521,                0.32803,                 1.2737,                 1.6509,                 1.5362,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.4827,                 1.4176,                 1.5359,                0.60987,                0.46667,                0.48475,                0.32381,                 1.2637,                 1.6949,                 1.5163,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.4917,                 1.3961,                  1.527,                 0.6144,                0.46963,                0.49446,                0.33328,                 1.2625,                 1.7067,                 1.5154,               0.000713,               0.000713,               0.000713
                     68,                 1.4817,                 1.3988,                 1.5287,                0.59763,                0.47852,                0.49237,                0.32458,                 1.3055,                 1.7464,                 1.5506,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.4742,                  1.389,                 1.5226,                0.58932,                0.46667,                0.49011,                0.32782,                 1.2825,                 1.6987,                 1.5369,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.4714,                 1.3838,                 1.5163,                0.59822,                0.48749,                0.49609,                0.33152,                 1.2716,                 1.6307,                 1.5318,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.4708,                   1.37,                 1.5159,                0.62555,                0.49481,                0.51571,                0.34536,                 1.2733,                 1.5898,                 1.5354,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.4573,                 1.3516,                 1.5173,                0.62706,                0.47328,                 0.5056,                0.34065,                 1.2457,                 1.6385,                 1.5131,               0.000614,               0.000614,               0.000614
                     73,                 1.4589,                 1.3554,                 1.5147,                0.62762,                   0.48,                0.50988,                0.34278,                 1.2657,                 1.6437,                 1.5266,              0.0005942,              0.0005942,              0.0005942
                     74,                  1.465,                 1.3602,                 1.5124,                0.63523,                0.49333,                0.51743,                0.35418,                 1.2462,                 1.6302,                 1.5107,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.4738,                  1.365,                 1.5007,                 0.6276,                0.46074,                0.49379,                0.33705,                 1.2473,                  1.694,                 1.4984,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.4626,                 1.3649,                 1.5037,                0.64692,                0.45926,                0.50564,                0.34202,                 1.2579,                 1.6419,                 1.5198,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.4616,                  1.363,                 1.5047,                0.63186,                0.48312,                0.52341,                0.35473,                 1.2537,                 1.6037,                  1.512,               0.000515,               0.000515,               0.000515
                     78,                 1.4571,                 1.3468,                 1.5038,                0.60329,                0.47259,                0.49589,                0.33826,                 1.2429,                 1.7093,                 1.5044,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.4562,                 1.3559,                 1.5028,                0.63279,                0.46519,                0.50565,                0.34527,                 1.2497,                 1.6546,                 1.5034,              0.0004754,              0.0004754,              0.0004754
                     80,                  1.437,                 1.3312,                 1.4922,                0.60375,                0.50074,                0.51173,                0.34583,                 1.2465,                  1.627,                 1.5097,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.4484,                 1.3377,                 1.4988,                0.64147,                0.47259,                0.51814,                0.35128,                 1.2537,                 1.6415,                  1.506,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.4536,                 1.3289,                 1.4969,                0.63731,                0.47639,                0.51253,                0.34645,                 1.2503,                 1.6356,                 1.5148,               0.000416,               0.000416,               0.000416
                     83,                 1.4543,                 1.3423,                 1.5005,                0.62093,                0.47111,                0.50425,                 0.3468,                 1.2404,                 1.6471,                 1.4989,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.4436,                  1.316,                 1.4976,                0.63198,                0.46519,                0.49874,                0.34012,                  1.248,                 1.6801,                 1.5002,              0.0003764,              0.0003764,              0.0003764
                     85,                  1.436,                 1.3092,                 1.4867,                0.60369,                0.49422,                0.51043,                0.35003,                 1.2296,                 1.6405,                 1.4938,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.4361,                 1.3042,                 1.4849,                0.63669,                0.47852,                0.50954,                0.34683,                  1.238,                 1.6361,                 1.4998,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.4401,                 1.3015,                 1.4922,                0.63134,                0.47951,                0.51107,                0.34973,                  1.232,                 1.6356,                 1.4947,               0.000317,               0.000317,               0.000317
                     88,                 1.4243,                 1.2936,                 1.4873,                0.64661,                0.47979,                0.51752,                0.35267,                 1.2396,                 1.6065,                 1.5017,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.4356,                 1.2902,                 1.4736,                0.62778,                0.48974,                0.51172,                0.35045,                 1.2308,                 1.6427,                 1.4896,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.4208,                 1.2867,                 1.4849,                0.62491,                0.49037,                0.50601,                0.35056,                 1.2337,                 1.6502,                 1.4917,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.4098,                  1.252,                 1.4654,                0.65079,                 0.4637,                0.50729,                0.35107,                 1.2454,                 1.6132,                 1.5019,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.3992,                 1.2097,                 1.4597,                0.65972,                0.45926,                0.50579,                0.34806,                  1.241,                 1.6214,                 1.4977,               0.000218,               0.000218,               0.000218
                     93,                 1.3951,                 1.2044,                  1.449,                0.62226,                0.46857,                0.50259,                0.34524,                 1.2346,                 1.6331,                 1.4921,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.3892,                  1.203,                 1.4529,                0.62937,                0.47111,                0.50398,                0.34603,                 1.2339,                 1.6336,                 1.4927,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.3828,                 1.1935,                 1.4489,                0.63917,                0.47852,                0.50625,                0.34745,                 1.2355,                 1.6219,                 1.4948,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.3853,                  1.185,                 1.4526,                0.68649,                0.45333,                0.50944,                0.35268,                 1.2326,                  1.605,                 1.4934,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.3746,                 1.1857,                 1.4518,                0.66231,                0.46074,                0.51296,                0.35477,                 1.2387,                 1.5919,                  1.498,               0.000119,               0.000119,               0.000119
                     98,                 1.3852,                 1.1724,                 1.4513,                0.67478,                0.45333,                0.51207,                0.35425,                 1.2334,                 1.6104,                 1.4918,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.3785,                 1.1667,                 1.4492,                0.66174,                0.46661,                0.51432,                0.35765,                 1.2285,                  1.595,                 1.4899,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.3635,                 1.1553,                 1.4386,                0.64025,                0.47704,                0.51229,                0.35578,                 1.2333,                 1.5914,                 1.4961,               5.96e-05,               5.96e-05,               5.96e-05
